Account ID,Account name,Campaign ID,Campaign name,Objective,Ad set ID,Ad Set Name,Day,Country,Region,DMA Code,DMA region,Platform,Placement,Device platform,Media type,Impressions,Amount spent,Currency
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851227270141","Josef","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","3","0.03","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851227270141","Josef","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile app","VIDEO","1093","9.58","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851227270141","Josef","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Marketplace","Mobile app","VIDEO","65","0.46","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851227270141","Josef","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Desktop","VIDEO","1","0","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851235110141","Zenwerk","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Audience Network","Native, banner & interstitial","Mobile app","VIDEO","18","0.06","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851235110141","Zenwerk","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","1","0.01","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851235110141","Zenwerk","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile app","VIDEO","998","8.35","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850851235110141","Zenwerk","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Marketplace","Mobile app","VIDEO","20","0.1","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850857315690141","Jess","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Audience Network","Native, banner & interstitial","Mobile app","VIDEO","23","0.16","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850857315690141","Jess","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","3","0.05","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850857315690141","Jess","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile app","VIDEO","2498","17.54","PLN"
"'1007323679964840","Res.Area","'23850851206700141","Vid_carousels","Link clicks","'23850857315690141","Jess","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Marketplace","Mobile app","VIDEO","79","0.38","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","32","0.2","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile app","VIDEO","464","2.45","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile web","VIDEO","1","0.01","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Instant article","Mobile app","VIDEO","3","0.02","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","In-stream video","Desktop","VIDEO","2","0.06","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","In-stream video","Mobile app","VIDEO","273","5.62","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Desktop","VIDEO","3","0.03","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Mobile app","VIDEO","8","0.03","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed: video feeds","Mobile app","VIDEO","46","0.27","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Feed","Mobile app","VIDEO","100","0.76","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Explore","Mobile app","VIDEO","3","0.02","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011080141","[1] -WAW - Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Instagram Reels","Mobile app","VIDEO","64","0.4","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","6","0.06","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile app","VIDEO","21","0.1","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile web","VIDEO","1","0","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","In-stream video","Mobile app","VIDEO","41","1.06","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Desktop","VIDEO","1","0.02","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Mobile app","VIDEO","4","0.04","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed: video feeds","Mobile app","VIDEO","4","0","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Feed","Mobile app","VIDEO","50","0.25","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Explore","Mobile app","VIDEO","3","0.01","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011090141","[1] - Neig - Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Instagram Reels","Mobile app","VIDEO","43","0.18","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","28","0.19","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Mobile app","VIDEO","225","1.06","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Instant article","Mobile app","VIDEO","2","0.02","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","In-stream video","Mobile app","VIDEO","76","1.53","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Desktop","VIDEO","1","0.01","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Search results","Mobile app","VIDEO","7","0.04","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed: video feeds","Mobile app","VIDEO","13","0.05","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Feed","Mobile app","VIDEO","122","0.75","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Explore","Mobile app","VIDEO","5","0.03","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868011120141","[1] - WAW- Engagement- afishaIG- [18:25] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Instagram","Instagram Reels","Mobile app","VIDEO","69","0.31","PLN"
"'1007323679964840","Res.Area","'23850867911650141","[1] - Waw+Neig - Engagement- afisha- exp(off) - optimised","Post engagement","'23850868084700141","[1] - Neig- Engagement- afishaIG- [25:35] - optimised","2022-06-01","PL","Masovian Voivodeship","0","Unknown","Facebook","Feed","Desktop","VIDEO","4","0.02","PLN"
